rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,vector,x,y,z
1577455488981498200,,1302,,1577455488,974566116,'',,0.0,0.0,0.0
1577455489079590961,,1303,,1577455489,74566116,'',,0.0,0.0,0.0
1577455489182507283,,1304,,1577455489,174566116,'',,0.0,0.0,0.0
1577455489280715082,,1305,,1577455489,274566116,'',,0.0,0.0,0.0
1577455489383706451,,1306,,1577455489,374566116,'',,0.0,0.0,0.0
1577455489481594490,,1307,,1577455489,474566116,'',,0.0,0.0,0.0
1577455489583709717,,1308,,1577455489,574566116,'',,0.0,0.0,0.0
1577455489682202305,,1309,,1577455489,674566116,'',,0.0,0.0,0.0
1577455489780449443,,1310,,1577455489,774566116,'',,0.0,0.0,0.0
1577455489882899421,,1311,,1577455489,874566116,'',,0.0,0.0,0.0
1577455489981234044,,1312,,1577455489,974566116,'',,0.0,0.0,0.0
1577455490083687647,,1313,,1577455490,74566116,'',,0.0,0.0,0.0
1577455490182009567,,1314,,1577455490,174566116,'',,0.0,0.0,0.0
1577455490280372244,,1315,,1577455490,274566116,'',,0.0,0.0,0.0
1577455490382845759,,1316,,1577455490,374566116,'',,0.0,0.0,0.0
1577455490481433805,,1317,,1577455490,474566116,'',,0.0,0.0,0.0
1577455490583712232,,1318,,1577455490,574566116,'',,0.0,0.0,0.0
1577455490681937159,,1319,,1577455490,674566116,'',,0.0,0.0,0.0
1577455490784386531,,1320,,1577455490,774566116,'',,0.0,0.0,0.0
1577455490882784331,,1321,,1577455490,874566116,'',,0.0,0.0,0.0
1577455490981169626,,1322,,1577455490,974566116,'',,0.0,0.0,0.0
1577455491083400215,,1323,,1577455491,74566116,'',,0.0,0.0,0.0
1577455491181618620,,1324,,1577455491,174566116,'',,0.0,0.0,0.0
1577455491284241599,,1325,,1577455491,274566116,'',,0.0,0.0,0.0
1577455491382600500,,1326,,1577455491,376052106,'',,0.0,0.0,0.0
1577455491481523104,,1327,,1577455491,476052106,'',,0.0,0.0,0.0
1577455491583808635,,1328,,1577455491,576052106,'',,0.0,0.0,0.0
1577455491681837083,,1329,,1577455491,676052106,'',,0.0,0.0,0.0
1577455491784500428,,1330,,1577455491,776052106,'',,0.0,0.0,0.0
1577455491882614107,,1331,,1577455491,876052106,'',,0.0,0.0,0.0
1577455491980857422,,1332,,1577455491,976052106,'',,0.0,0.0,0.0
1577455492083587115,,1333,,1577455492,76052106,'',,0.0,0.0,0.0
1577455492185673324,,1334,,1577455492,176052106,'',,0.0,0.0,0.0
1577455492284420182,,1335,,1577455492,276052106,'',,0.0,0.0,0.0
1577455492382614983,,1336,,1577455492,376052106,'',,0.0,0.0,0.0
1577455492484848940,,1337,,1577455492,476052106,'',,0.0,0.0,0.0
1577455492583209553,,1338,,1577455492,576052106,'',,0.0,0.0,0.0
1577455492685621422,,1339,,1577455492,676052106,'',,0.0,0.0,0.0
1577455492783770767,,1340,,1577455492,776052106,'',,0.0,0.0,0.0
1577455492882395870,,1341,,1577455492,876052106,'',,0.0,0.0,0.0
1577455492984978066,,1342,,1577455492,976052106,'',,0.0,0.0,0.0
1577455493083456385,,1343,,1577455493,76052106,'',,0.0,0.0,0.0
1577455493185650432,,1344,,1577455493,176052106,'',,0.0,0.0,0.0
1577455493284326419,,1345,,1577455493,276052106,'',,0.0,0.0,0.0
1577455493386467452,,1346,,1577455493,376052106,'',,0.0,0.0,0.0
1577455493484416564,,1347,,1577455493,476052106,'',,0.0,0.0,0.0
1577455493583197047,,1348,,1577455493,576052106,'',,0.0,0.0,0.0
1577455493685380707,,1349,,1577455493,676052106,'',,0.0,0.0,0.0
1577455493783947905,,1350,,1577455493,776052106,'',,0.0,0.0,0.0
1577455493886194622,,1351,,1577455493,878323925,'',,0.0,0.0,0.0
1577455493984261673,,1352,,1577455493,978323925,'',,0.0,0.0,0.0
1577455494083167161,,1353,,1577455494,78323925,'',,0.0,0.0,0.0
1577455494185410890,,1354,,1577455494,178323925,'',,0.0,0.0,0.0
1577455494283950642,,1355,,1577455494,278323925,'',,0.0,0.0,0.0
1577455494386083131,,1356,,1577455494,378323925,'',,0.0,0.0,0.0
1577455494484391290,,1357,,1577455494,478323925,'',,0.0,0.0,0.0
1577455494587169204,,1358,,1577455494,578323925,'',,0.0,0.0,0.0
1577455494685181731,,1359,,1577455494,678323925,'',,0.0,0.0,0.0
1577455494783558777,,1360,,1577455494,778323925,'',,0.0,0.0,0.0
1577455494885946410,,1361,,1577455494,878323925,'',,0.0,0.0,0.0
1577455494984349063,,1362,,1577455494,978323925,'',,0.0,0.0,0.0
1577455495086718732,,1363,,1577455495,78323925,'',,0.0,0.0,0.0
1577455495185148523,,1364,,1577455495,178323925,'',,0.0,0.0,0.0
1577455495287555137,,1365,,1577455495,278323925,'',,0.0,0.0,0.0
1577455495385835378,,1366,,1577455495,378323925,'',,0.0,0.0,0.0
1577455495484180109,,1367,,1577455495,478323925,'',,0.0,0.0,0.0
1577455495586594361,,1368,,1577455495,578323925,'',,0.0,0.0,0.0
